LineId,Time,Level,Content,EventId,EventTemplate,Content_clean,EventTemplate_clean,Level_encoded
143,2005-12-04 06:01:42,notice,jk2_init() Found child 32354 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
144,2005-12-04 06:02:01,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
145,2005-12-04 06:02:02,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
146,2005-12-04 06:02:05,notice,jk2_init() Found child 32359 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
147,2005-12-04 06:02:05,notice,jk2_init() Found child 32360 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
148,2005-12-04 06:02:05,notice,jk2_init() Found child 32358 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
149,2005-12-04 06:02:05,notice,jk2_init() Found child 32355 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
150,2005-12-04 06:02:07,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
151,2005-12-04 06:02:07,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
152,2005-12-04 06:02:07,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
153,2005-12-04 06:02:07,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
154,2005-12-04 06:02:07,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
155,2005-12-04 06:02:07,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
156,2005-12-04 06:02:07,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
157,2005-12-04 06:02:07,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
158,2005-12-04 06:06:00,notice,jk2_init() Found child 32388 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
159,2005-12-04 06:06:00,notice,jk2_init() Found child 32387 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
160,2005-12-04 06:06:00,notice,jk2_init() Found child 32386 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
161,2005-12-04 06:06:10,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
162,2005-12-04 06:06:11,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
163,2005-12-04 06:06:12,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
164,2005-12-04 06:06:12,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
165,2005-12-04 06:06:20,notice,jk2_init() Found child 32389 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
166,2005-12-04 06:06:24,notice,jk2_init() Found child 32391 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
167,2005-12-04 06:06:24,notice,jk2_init() Found child 32390 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
168,2005-12-04 06:06:24,notice,jk2_init() Found child 32392 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
169,2005-12-04 06:06:26,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
170,2005-12-04 06:06:26,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
171,2005-12-04 06:06:26,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
172,2005-12-04 06:06:26,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
173,2005-12-04 06:06:26,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
174,2005-12-04 06:06:26,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
175,2005-12-04 06:06:26,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
176,2005-12-04 06:06:26,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
177,2005-12-04 06:11:11,notice,jk2_init() Found child 32410 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
178,2005-12-04 06:11:11,notice,jk2_init() Found child 32411 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
179,2005-12-04 06:12:31,notice,jk2_init() Found child 32423 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
180,2005-12-04 06:12:31,notice,jk2_init() Found child 32422 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
181,2005-12-04 06:12:31,notice,jk2_init() Found child 32419 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
182,2005-12-04 06:12:31,notice,jk2_init() Found child 32421 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
183,2005-12-04 06:12:31,notice,jk2_init() Found child 32420 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
184,2005-12-04 06:12:31,notice,jk2_init() Found child 32424 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
185,2005-12-04 06:12:37,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
186,2005-12-04 06:12:37,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
187,2005-12-04 06:12:37,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
188,2005-12-04 06:12:37,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
189,2005-12-04 06:12:37,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
190,2005-12-04 06:12:40,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
191,2005-12-04 06:12:40,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
192,2005-12-04 06:12:40,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
193,2005-12-04 06:12:40,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
194,2005-12-04 06:12:40,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
195,2005-12-04 06:12:59,notice,jk2_init() Found child 32425 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
196,2005-12-04 06:13:01,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
197,2005-12-04 06:13:01,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
198,2005-12-04 06:16:10,notice,jk2_init() Found child 32432 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
199,2005-12-04 06:16:10,notice,jk2_init() Found child 32434 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
200,2005-12-04 06:16:10,notice,jk2_init() Found child 32433 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
201,2005-12-04 06:16:21,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
202,2005-12-04 06:16:21,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
203,2005-12-04 06:16:23,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
204,2005-12-04 06:16:23,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
205,2005-12-04 06:16:21,notice,jk2_init() Found child 32435 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
206,2005-12-04 06:16:21,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
207,2005-12-04 06:16:23,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
208,2005-12-04 06:16:37,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
209,2005-12-04 06:16:39,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
210,2005-12-04 06:16:51,notice,jk2_init() Found child 32436 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
211,2005-12-04 06:16:51,notice,jk2_init() Found child 32437 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
212,2005-12-04 06:17:02,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
213,2005-12-04 06:17:02,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
214,2005-12-04 06:17:05,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
215,2005-12-04 06:17:06,notice,jk2_init() Found child 32438 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
216,2005-12-04 06:17:18,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,workerenvinit ok etchttpdconfworkersnumproperties,workerenvinit ok,1
217,2005-12-04 06:17:24,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,mod_jk child workerenv in error state num,mod_jk child workerenv in error state,0
218,2005-12-04 06:17:23,notice,jk2_init() Found child 32440 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
219,2005-12-04 06:17:23,notice,jk2_init() Found child 32439 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
220,2005-12-04 06:17:23,notice,jk2_init() Found child 32441 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,jknum_init found child num in scoreboard slot num,jknum_init found child in scoreboard slot,1
